id_oper,id_2024,id_2014,id_2004,pop_2024,pop_2014,pop_2004
150510103,01.051.01.03,01.051.01.03,150510103,20013.0,18271.0,15497.0
150510105,01.051.01.05,01.051.01.05,150510105,34848.0,33852.0,26575.0
150510107,01.051.01.07,01.051.01.07,150510107,14638.0,13390.0,11560.0
1505105033,01.051.01.09,01.051.01.09,1505105032,5630.0,5314.0,12475.0
1505105033,01.051.01.09,01.051.01.09,1505105033,5630.0,5314.0,3987.0
1505107133,01.051.09.13.3,01.051.09.13.3,1505107133,2688.0,2474.0,1638.0
150510101,01.051.01.01,01.051.01.01,150510101,50225.0,56716.0,55357.0
1505105093,01.051.11.09.3,01.051.05.09.3,1505105093,2115.0,2171.0,2061.0
1505105093,01.051.11.09.Rur,01.051.05.09.Rur,1505105092,2608.0,3423.0,4267.0
1505105034,01.051.13.03.4,01.051.05.03.4,1505105033,3884.0,3350.0,3987.0
1505105034,01.051.13.03.Rur,01.051.05.03.Rur,1505105032,9946.0,9323.0,12475.0
1505105133,01.051.13.13.3,01.051.05.13.3,1505105133,1796.0,1831.0,1788.0
1505105133,01.051.13.13.Rur,01.051.05.13.Rur,1505105132,5187.0,6884.0,8310.0
01.051.11.01.3,01.051.11.01.3,01.051.05.01,150510501,3140.0,7685.0,6742.0
1615103173,01.151.09.17.3,01.151.09.17.3,1615103173,4471.0,3757.0,2984.0
1615103033,01.151.03.03.3,01.151.03.03.3,1615103033,5947.0,4977.0,5043.0
161510101,01.151.01.01,01.151.01.01,161510101,46168.0,42786.0,35709.0
1615105013,01.151.05.01.3,01.151.05.01.3,1615105013,6046.0,5905.0,4006.0
01.227.03.05.3,01.227.03.05.3,01.227.03.05,162270305,3763.0,16081.0,15035.0
GA16001,01.227.05.01,01.227.05.01,162270501,15491.0,8465.0,10501.0
1633105113,01.331.11.11.3,01.331.11.11.3,1633105113,7077.0,6242.0,4826.0
163310101,01.331.01.01,01.331.01.01,163310101,124701.0,126617.0,107380.0
1633107053,01.331.07.05.3,01.331.07.05.3,,9941.0,7793.0,
163310103,01.331.01.03,01.331.01.03,163310103,133731.0,125008.0,107371.0
1615109113,01.405.11.11.3,01.405.11.11.3,1615109113,4662.0,4438.0,3830.0
0548107033,01.405.13.03.3,01.405.07.03.3,0548107033,4852.0,3394.0,2321.0
1615109093,01.405.09.09.3,01.405.09.09.3,1615109093,2007.0,1634.0,1680.0
01.405.07.15.3,01.405.07.15.3,01.405.07.15,054810715,4112.0,19169.0,20782.0
054810109,01.405.01.09,01.405.01.09,054810109,57737.0,59606.0,57972.0
1615109053,01.405.09.05.3,01.405.09.05.3,1615109053,1156.0,1167.0,1510.0
GA16001,01.511.01.03,01.511.01.03,165110103,567465.0,386191.0,238382.0
GA16001,01.511.01.05,01.511.01.05,165110105,252656.0,201122.0,141987.0
GA16001,01.511.01.06,01.511.01.06,165110106,111772.0,117557.0,115839.0
GA16001,01.511.01.07,01.511.01.07,165110107,343535.0,243082.0,173477.0
GA16002,01.511.01.01,01.511.01.01,165110101,36039.0,31147.0,28217.0
GA16001,01.511.01.09,01.511.01.09,1651181032,88676.0,23601.0,15512.0
GA16001,01.511.01.09,01.511.01.09,1651181033,88676.0,23601.0,3187.0
GA16002,01.511.03.03,01.511.03.03,165110303,4981.0,4993.0,4132.0
GA16002,01.511.03.15,01.511.03.15,165110309,12838.0,12274.0,12946.0
1651103073,01.511.05.07.3,01.511.03.07.3,1651103073,1494.0,1283.0,1424.0
GA16001,01.511.05.17,01.511.03.17,162270507,19187.0,8013.0,20541.0
GA16001,01.511.05.19,01.511.81.05,,27204.0,9792.0,
1651103133,01.511.03.13.3,01.511.03.13.3,1651103133,1031.0,1058.0,1101.0
1651103133,01.511.03.13.Rur,01.511.03.13.Rur,1651103132,9585.0,9307.0,9794.0
1657103093,01.571.03.09.3,01.571.03.09.3,1657103093,1494.0,1091.0,1100.0
165710107,01.571.01.07,01.571.01.07,165710107,11690.0,9665.0,8383.0
GA16571,01.571.05.23,01.571.05.23,165710523,13492.0,10481.0,8486.0
1657105173,01.571.05.17.3,01.571.05.17.3,1657105173,4113.0,6430.0,4780.0
GA16571,01.571.05.07,01.571.05.07,165710507,22985.0,16128.0,12611.0
GA16571,01.571.03.17,01.571.03.17,165710317,7619.0,6670.0,6683.0
GA16571,01.571.03.15,01.571.03.15,165710315,10874.0,9177.0,9970.0
GA16571,01.571.01.11,01.571.01.11,165710111,422757.0,380787.0,320539.0
GA16571,01.573.01.01,01.573.01.01,165710101,77250.0,77436.0,53559.0
GA16571,01.573.01.09,01.573.03.05,,5208.0,5296.0,
GA16571,01.573.01.03,01.573.01.03,165710103,95896.0,64355.0,39011.0
GA16571,01.573.01.05,01.573.01.05,165710105,67599.0,56227.0,36596.0
0811303113,02.113.03.11.3,02.113.03.11.3,0811303113,6910.0,2452.0,2312.0
0811303113,02.113.03.11.Rur,02.113.03.11.Rur,0811303112,7749.0,12034.0,11668.0
081130129,02.113.01.29,02.113.01.29,081130129,31686.0,30202.0,22904.0
081130125,02.113.01.25,02.113.01.25,081130125,10514.0,8780.0,3338.0
081130109,02.113.01.09,02.113.01.09,081130109,99069.0,109237.0,80012.0
081130107,02.113.01.07,02.113.01.07,081130107,8630.0,9695.0,8969.0
081130105,02.113.01.05,02.113.01.05,081130105,2391.0,2694.0,2983.0
081130101,02.113.01.01,02.113.01.01,081130101,16310.0,19630.0,19482.0
0838109213,02.167.13.21.3,02.167.09.21.3,0838109213,2964.0,3137.0,3555.0
0838109293,02.167.13.29.3,02.167.09.29.3,0838109293,2876.0,2675.0,2126.0
083810307,02.167.15.07.3,02.167.03.07.3,0838103073,3595.0,3608.0,2990.0
083810307,02.167.15.07.Rur,02.167.03.07.Rur,0838103072,4923.0,6303.0,7684.0
0838109133,02.167.01.13,02.167.01.13,0838109132,15391.0,15021.0,2793.0
0838109133,02.167.01.13,02.167.01.13,0838109133,15391.0,15021.0,13229.0
0838103093,02.167.01.09,02.167.01.09,0838103092,15661.0,14741.0,18164.0
0838103093,02.167.01.09,02.167.01.09,0838103093,15661.0,14741.0,10381.0
0838109253,02.167.11.25.3,02.167.09.25.3,0838109253,2858.0,2585.0,2188.0
0838109033,02.167.01.03,02.167.01.03,0838109032,15002.0,14257.0,10445.0
0838109033,02.167.01.03,02.167.01.03,0838109033,15002.0,14257.0,10446.0
0825103113,02.251.07.11.3,02.251.03.11.3,0825103113,12629.0,9079.0,7098.0
0825105073,02.251.05.07.3,02.251.05.07.3,0825105073,9262.0,8507.0,6254.0
0825103053,02.251.03.05.3,02.251.03.05.3,0825103053,4521.0,3329.0,3254.0
0825103033,02.251.03.03.3,02.251.03.03.3,0825103033,9474.0,8489.0,8029.0
0825103033,02.251.03.03.Rur,02.251.03.03.Rur,0825103032,8083.0,7660.0,6902.0
082510101,02.251.01.01,02.251.01.01,082510101,30068.0,28846.0,25947.0
082510103,02.251.01.03,02.251.01.03,082510103,10449.0,10872.0,12577.0
155610103,02.265.05.05,02.265.05.05,155610505,39947.0,31462.0,32866.0
155610103,02.265.01.03,02.265.01.03,155610103,80703.0,90880.0,57307.0
0827503153,02.275.09.15.3,02.275.03.15.3,0827503153,1747.0,1894.0,1942.0
0827503153,02.275.09.15.Rur,02.275.03.15.Rur,0827503152,607.0,744.0,865.0
0827503213,02.275.09.21.3,02.275.03.21.3,0827503213,1407.0,1282.0,1997.0
082750103,02.275.01.03,02.275.01.03,082750103,15488.0,16289.0,13526.0
082750117,02.275.01.17,02.275.01.17,082750117,41014.0,43506.0,43916.0
082750135,02.275.01.35,02.275.01.35,082750135,3066.0,3137.0,3429.0
0838107053,02.381.07.05.3,02.381.07.05.3,0838107053,4602.0,5387.0,5266.0
0838107173,02.381.07.17.3,02.381.07.17.3,0838107173,4586.0,4784.0,4050.0
083810105,02.381.05.15.3,02.381.05.15.3,0838105153,13763.0,13120.0,25480.0
0838107153,02.381.01.15,02.381.01.15,0838107152,7527.0,7580.0,5356.0
0838107153,02.381.01.15,02.381.01.15,0838107153,7527.0,7580.0,4532.0
083810103,02.381.01.03,02.381.01.03,083810103,50508.0,56582.0,31800.0
083810105,02.381.01.05,02.381.01.05,083810105,158202.0,161726.0,126207.0
083810109,02.381.01.09,02.381.01.09,083810109,31431.0,34025.0,20181.0
0838105193,02.381.01.19,02.381.01.19,0838105192,29628.0,21570.0,15666.0
0838105193,02.381.01.19,02.381.01.19,0838105193,29628.0,21570.0,9211.0
0838105033,02.381.05.03.3,02.381.05.03.3,0838105033,4825.0,4444.0,4188.0
083810101,02.381.01.01,02.381.01.01,083810101,46540.0,47599.0,36021.0
083810107,02.381.01.07,02.381.01.07,083810107,36766.0,35806.0,29851.0
084110123,02.411.01.23,02.411.01.23,084110123,506224.0,494252.0,400738.0
084110119,02.411.01.19,02.411.01.19,084110119,1019.0,1088.0,1151.0
084110111,02.411.01.11,02.411.01.11,084110111,10907.0,10934.0,8919.0
085330115,02.533.01.15,02.533.01.15,085330115,40652.0,41832.0,34767.0
085330113,02.533.01.13,02.533.01.13,085330113,4447.0,4960.0,4596.0
085330133,02.533.01.33,02.533.01.33,085330133,100402.0,103398.0,80024.0
GA04001273,09.001.07.03.3,09.001.07.03.3,0400105033,44406.0,35365.0,21810.0
0400105093,09.001.05.09.3,09.001.05.09.3,0400105093,78830.0,50946.0,17071.0
GA04001273,09.001.01.01,09.001.01.01,040010101,504768.0,421844.0,346106.0
0416307273,09.163.01.27.3,09.163.07.27.3,,12359.0,6162.0,
0416305113,09.163.05.11.3,09.163.05.11.3,,13492.0,4750.0,
0416305113,09.163.05.11.Rur,09.163.05.11.Rur,041630511,23282.0,22949.0,22406.0
0416305213,09.163.05.21.3,09.163.05.21.3,0416305213,11496.0,10458.0,8999.0
0416307013,09.163.01.01.3,09.163.07.01.3,,78163.0,48560.0,
041630103,09.163.01.03,09.163.01.03,041630103,6007.0,5668.0,4767.0
041630111,09.163.01.11,09.163.01.11,041630111,50626.0,37933.0,25928.0
GA04001273,09.273.01.05,09.273.01.05,042730105,210870.0,171847.0,130370.0
0427305273,09.273.05.27.3,09.273.05.27.3,0427305273,37128.0,27955.0,14902.0
GA04001273,09.273.01.13,09.273.01.13,042730113,113041.0,100336.0,89367.0
0427305173,09.273.01.17,09.273.01.17,0427305172,107133.0,83235.0,9617.0
0427305173,09.273.01.17,09.273.01.17,0427305173,107133.0,83235.0,38220.0
GA04001273,09.273.01.15,09.273.01.15,042730115,137512.0,130333.0,112753.0
045410109,09.541.01.09,09.541.01.09,045410109,100284.0,89387.0,66183.0
045410113,09.541.01.13,09.541.01.13,045410113,83496.0,80149.0,69489.0
045410111,09.541.01.11,09.541.01.11,045410111,7040.0,6727.0,5844.0
045410107,09.541.01.07,09.541.01.07,045410107,30330.0,24288.0,15369.0
045410103,09.541.01.03,09.541.01.03,045410103,13747.0,12313.0,9222.0
0454104073,09.541.01.02,09.541.01.02,0454104072,21502.0,17409.0,12762.0
0454104073,09.541.01.02,09.541.01.02,0454104073,21502.0,17409.0,5756.0
045410101,09.541.01.01,09.541.01.01,045410101,17339.0,14259.0,9984.0
045410105,09.541.01.05,09.541.01.05,045410105,4127.0,4108.0,4624.0
035510103,09.551.01.03,09.551.01.03,035510103,5908.0,6353.0,7089.0
035510101,09.551.01.01,09.551.01.01,035510101,5575.0,6870.0,7102.0
035510105,09.551.01.05,09.551.01.05,035510105,8660.0,8986.0,9630.0
035510107,09.551.01.07,09.551.01.07,035510107,19544.0,18611.0,15239.0
045810105,09.581.01.05,09.581.01.05,045810105,6124.0,6345.0,4931.0
045810107,09.581.01.07,09.581.01.07,045810107,86595.0,74699.0,53682.0
1S2A35,09.001.05.01,09.001.05.01,040010501,9648.0,9351.0,10020.0
1S2A15,09.001.05.09.3,09.001.05.09.3,0400105093,78830.0,50946.0,17071.0
1S2C45,09.001.07.15,09.001.07.15,040010515,7246.0,8866.0,9353.0
1S2C65,09.001.07.23,09.001.07.23,040010523,4861.0,5260.0,5348.0
1S2C55,09.001.07.25,09.001.07.25,040010525,19790.0,18577.0,17442.0
1S2A39,09.001.05.01,09.001.05.01,040010501,9648.0,9351.0,10020.0
1S2C29,09.001.07.13,09.001.07.13,040010513,4087.0,5402.0,6351.0
1S2C49,09.001.07.15,09.001.07.15,040010515,7246.0,8866.0,9353.0
1S2C69,09.001.07.23,09.001.07.23,040010523,4861.0,5260.0,5348.0
1S2C59,09.001.07.25,09.001.07.25,040010525,19790.0,18577.0,17442.0
1M2B25,09.163.01.03,09.163.01.03,041630103,6007.0,5668.0,4767.0
1M2A45,09.163.05.03,09.163.05.03,041630503,8706.0,10370.0,11414.0
1M2A35,09.163.05.21.3,09.163.05.21.3,0416305213,11496.0,10458.0,8999.0
1M2A49,09.163.05.03,09.163.05.03,041630503,8706.0,10370.0,11414.0
1M2B39,09.163.03.15,09.163.03.15,041630315,2095.0,2149.0,3151.0
1M1B79,09.541.03.03,09.541.03.03,045410303,1635.0,2086.0,2988.0
1M1B49,09.541.11.01,09.541.09.01,045410901,21659.0,17950.0,13854.0
1M1B59,09.541.11.29,09.541.05.29,045410529,17673.0,14976.0,12074.0
1M5B29,09.551.03.03,09.551.03.03,035510303,6840.0,6196.0,7012.0
1M5C49,09.551.05.03,09.551.05.03,035510503,6045.0,6452.0,6725.0
1M5C39,09.551.05.05,09.551.05.05,035510505,8251.0,8418.0,8490.0
1M5A29,09.551.07.03,09.551.07.03,035510703,3031.0,3459.0,4002.0
1M5C29,09.551.05.09,09.551.05.09,035510509,8797.0,9434.0,9927.0
1M3D35,09.581.03.13,09.581.03.13,045810313,5492.0,6396.0,9867.0
1M3C69,09.581.11.15,09.581.11.15,045811115,9950.0,10240.0,14632.0
1M3D69,09.581.09.05,09.581.09.05,045810905,2782.0,3603.0,4281.0
1M3D59,09.581.03.03,09.581.03.03,045810303,6199.0,7658.0,6619.0
1M3E39,09.581.11.07,09.581.11.07,045811107,6009.0,6885.0,7918.0
1M3C59,09.581.11.03,09.581.11.03,045811103,8820.0,10705.0,12944.0
1M3E19,09.581.11.01,09.581.11.01,045811101,4620.0,5964.0,7503.0
1M3C19,09.581.11.11,09.581.11.11,045811111,12521.0,13284.0,14328.0
1M3D39,09.581.03.13,09.581.03.13,045810313,5492.0,6396.0,9867.0
1M3D49,09.581.03.15,09.581.03.15,045810315,3725.0,4769.0,6250.0
1M3D29,09.581.03.09,09.581.03.09,045810309,3339.0,3679.0,4256.0
1M1D29,09.541.05.27,09.541.05.27,045410527,23160.0,16894.0,13727.0
6M1B49,02.251.03.13,02.251.03.13,,1501.0,1554.0,
6M1A39,02.251.05.03,02.251.05.03,082510503,8261.0,6726.0,9059.0
6M2D29,02.167.17.01,02.167.03.01,083810301,8705.0,10601.0,11258.0
6M2A49,02.167.13.01,02.167.09.01,083810901,4132.0,4919.0,5337.0
6M2B19,02.167.11.27,02.167.09.27,083810927,11348.0,11458.0,11541.0
6M2A39,02.167.13.29.3,02.167.09.29.3,0838109293,2876.0,2675.0,2126.0
6M4A25,02.265.07.17,02.265.07.17,155610517,26540.0,22138.0,20474.0
6M4A39,02.265.07.09,02.265.07.09,155610509,6141.0,8087.0,9891.0
6M4A29,02.265.07.17,02.265.07.17,155610517,26540.0,22138.0,20474.0
6M3A49,02.275.05.01,02.275.05.01,082750501,10887.0,8870.0,7089.0
6M3C29,02.275.09.05,02.275.03.05,082750305,5712.0,5591.0,5748.0
6M3C39,02.275.07.07,02.275.03.07,082750307,5467.0,3867.0,3790.0
6M3A29,02.275.05.11,02.275.05.11,082750511,2882.0,3359.0,2841.0
6M3A39,02.275.05.13,02.275.05.13,082750513,4656.0,7522.0,6488.0
6M3A59,02.275.05.15,02.275.05.15,082750515,1276.0,2207.0,2995.0
6M3B49,02.275.09.13,02.275.03.13,082750313,1275.0,1274.0,1694.0
6M3B59,02.275.09.21.3,02.275.03.21.3,0827503213,1407.0,1282.0,1997.0
6S2C28,02.113.03.01,02.113.03.01,081130301,16113.0,14908.0,13809.0
6S2B18,02.113.05.03,02.113.05.03,081130503,19013.0,20513.0,20560.0
6S2C35,02.113.03.01,02.113.03.01,081130301,16113.0,14908.0,13809.0
6S2E35,02.113.03.09,02.113.03.09,081130309,14561.0,13996.0,15493.0
6S2E25,02.113.03.11.3,02.113.03.11.3,0811303113,6910.0,2452.0,2312.0
6S2F35,02.113.05.15,02.113.05.15,081130515,4088.0,4525.0,5400.0
6S2F25,02.113.05.17,02.113.05.17,081130517,2366.0,2735.0,3150.0
6S2C39,02.113.03.01,02.113.03.01,081130301,16113.0,14908.0,13809.0
6S2E39,02.113.03.09,02.113.03.09,081130309,14561.0,13996.0,15493.0
6S2F49,02.113.05.13,02.113.05.13,081130513,3783.0,4265.0,5195.0
6S2F39,02.113.05.15,02.113.05.15,081130515,4088.0,4525.0,5400.0
6S2F29,02.113.05.17,02.113.05.17,081130517,2366.0,2735.0,3150.0
6S3E25,02.381.07.05.3,02.381.07.05.3,0838107053,4602.0,5387.0,5266.0
6S3C35,02.381.05.09,02.381.05.09,0838105092,44626.0,37737.0,16470.0
6S3B39,02.381.07.07,02.381.07.07,083810707,14691.0,10697.0,10496.0
6S3F49,02.381.05.05,02.381.05.05,083810505,8199.0,8930.0,9623.0
6S3F59,02.381.05.07,02.381.05.07,083810507,5366.0,6283.0,7331.0
6S3A39,02.381.07.09,02.381.07.09,083810709,7465.0,8788.0,8113.0
6S3F39,02.381.05.13,02.381.05.13,083810513,12706.0,11131.0,11815.0
6S3F69,02.381.05.17,02.381.05.17,083810517,7731.0,8417.0,9001.0
6S3E39,02.381.07.13,02.381.07.13,083810713,26052.0,23218.0,22173.0
6S1F15,02.533.07.03,02.533.07.03,085330703,7692.0,8272.0,9210.0
6S1F25,02.533.07.09,02.533.07.09,085330709,4343.0,5646.0,7435.0
6S1E25,02.533.09.11,02.533.09.11,085330911,8009.0,8176.0,7699.0
6S1C49,02.411.03.01,02.411.03.01,084110701,18051.0,14196.0,16494.0
6S1A39,02.533.09.01,02.533.09.01,085330901,11024.0,11931.0,14202.0
6S1F19,02.533.07.03,02.533.07.03,085330703,7692.0,8272.0,9210.0
6S1C29,02.411.03.03,02.411.03.03,084110703,4426.0,4490.0,5082.0
6S1C59,02.411.03.05,02.411.03.05,084110705,6239.0,6745.0,7104.0
6S1C39,02.411.03.07,02.411.03.07,084110707,1335.0,1428.0,1922.0
6S1E59,02.533.03.05,02.533.03.05,085330305,933.0,3215.0,2471.0
6S1A29,02.533.09.07,02.533.09.07,085330907,8222.0,7303.0,6732.0
6S1D39,02.411.05.09,02.411.05.09,084110709,10256.0,6710.0,23896.0
6S1F29,02.533.07.09,02.533.07.09,085330709,4343.0,5646.0,7435.0
6S1E29,02.533.09.11,02.533.09.11,085330911,8009.0,8176.0,7699.0
6S1F39,02.533.07.13,02.533.07.13,085330713,5295.0,6469.0,6378.0
6S1E49,02.533.03.15,02.533.03.15,085330315,2316.0,1310.0,2174.0
6S1E69,02.533.03.17,02.533.03.17,085330317,13951.0,14984.0,13863.0
6S1D49,02.411.05.17,02.411.05.17,084110717,3600.0,3452.0,3526.0
6S1E79,02.533.03.19,02.533.03.19,085330319,6779.0,9259.0,9759.0
6S1D19,02.411.05.19,02.411.05.19,084110719,6062.0,4094.0,3436.0
6S1E39,02.533.07.21,02.533.07.21,085330721,6092.0,6433.0,7452.0
NM5G25,01.051.11.15,01.051.05.15,150510515,6365.0,5153.0,4437.0
NM5G39,01.051.11.01.3,01.051.05.01,150510501,3140.0,7685.0,6742.0
NM5D69,01.051.11.07,01.051.05.07,150510507,4939.0,5983.0,7566.0
NM5D99,01.051.07.05,01.051.07.05,150510705,5583.0,6654.0,8084.0
NM5D89,01.051.03.03,01.051.03.03,150510303,7752.0,9513.0,9461.0
NM5D39,01.051.03.01,01.051.03.01,150510301,8401.0,9653.0,10298.0
NM5C29,01.051.13.11,01.051.05.11,150510511,3306.0,4761.0,6769.0
NM5G29,01.051.11.15,01.051.05.15,150510515,6365.0,5153.0,4437.0
NM5G69,01.051.13.17,01.051.05.17,150510517,4408.0,4428.0,6325.0
NM5C49,01.051.13.19,01.051.05.19,150510519,7721.0,8963.0,11524.0
NM5F39,01.051.09.17,01.051.09.17,150510717,9357.0,9765.0,9673.0
NM5DA9,01.051.11.21,01.051.05.21,150510521,6858.0,7131.0,8092.0
NM5D29,01.051.07.19,01.051.07.19,150510719,8462.0,9988.0,10242.0
NM5D59,01.051.03.07,01.051.03.07,150510307,8059.0,9176.0,9870.0
NM5C39,01.051.13.23,01.051.05.23,150510523,3318.0,4231.0,5669.0
NM5F29,01.051.09.15,01.051.09.15,150510715,16690.0,17351.0,15924.0
NM5D49,01.051.03.01,01.051.03.01,150510301,8401.0,9653.0,10298.0
NM5D79,01.051.07.27,01.051.07.27,150510727,5601.0,6691.0,6750.0
NM2C69,01.151.09.01,01.151.09.01,161510301,8568.0,10574.0,10038.0
NM2D39,01.151.09.09,01.151.09.09,161510309,16539.0,20904.0,19585.0
NM2D79,01.151.05.09,01.151.05.09,161510509,11276.0,11547.0,10762.0
NM2D49,01.151.05.11,01.151.05.11,161510511,6762.0,8104.0,7720.0
NM2D59,01.151.05.13,01.151.05.13,161510513,6454.0,7284.0,7077.0
NM2C39,01.151.07.07,01.151.07.07,161510707,11452.0,12034.0,10637.0
NM2D69,01.151.05.15,01.151.05.15,161510515,8097.0,9236.0,7219.0
NM2C79,01.151.07.11,01.151.07.11,161510711,6924.0,7363.0,8139.0
NM1A35,01.331.07.17,01.331.07.17,163310317,25289.0,23223.0,20930.0
NM4C39,01.573.01.07,01.573.03.03,165710303,8111.0,6583.0,6126.0
NM1B59,01.571.05.27,01.571.05.27,165710527,8214.0,7669.0,6539.0
NM1D89,01.331.09.03,01.331.09.03,163310503,7337.0,8193.0,10288.0
NM1D99,01.331.09.05,01.331.09.05,163310505,11311.0,12994.0,16393.0
NM1A29,01.331.07.01,01.331.07.01,163310301,9624.0,11166.0,12161.0
NM4C29,01.571.05.01,01.571.05.01,165710501,11877.0,11118.0,10156.0
NM4A49,01.227.03.11,01.227.03.11,162270311,10039.0,7711.0,7173.0
NM4B19,01.227.03.05.3,01.227.03.05,162270305,3763.0,16081.0,15035.0
NM1A59,01.331.07.03,01.331.07.03,163310303,17182.0,16308.0,14876.0
NM4A29,01.227.03.13,01.227.03.13,162270313,12703.0,10237.0,8949.0
NM4A19,01.227.05.05,01.227.05.05,162270505,17125.0,12997.0,10995.0
NM1D19,01.331.09.01,01.331.09.01,163310501,6925.0,7335.0,8678.0
NM4A39,01.227.05.09,01.227.05.09,162270509,18854.0,12250.0,10739.0
NM1A49,01.331.11.03,01.331.11.03,163310307,13409.0,12608.0,22426.0
NM1D69,01.331.11.07,01.331.11.07,163310507,12961.0,12484.0,12266.0
NM1A89,01.331.11.09,01.331.11.09,163310509,19480.0,16366.0,15890.0
NM1D49,01.511.03.11,01.511.03.11,165110311,5028.0,5358.0,5588.0
NM4B39,01.571.03.21,01.571.03.21,165710521,8733.0,8036.0,7402.0
NM1A79,01.331.11.12,01.331.11.12,163310309,12582.0,12632.0,12362.0
NM1A99,01.331.07.11,01.331.07.11,163310311,13592.0,14965.0,16903.0
NM4B29,01.571.03.19,01.571.03.19,165710319,8699.0,7823.0,7434.0
NM1A69,01.331.11.13,01.331.11.13,163310313,12855.0,13049.0,13142.0
NM1A19,01.331.07.15,01.331.07.15,163310315,8657.0,9527.0,11005.0
NM1A39,01.331.07.17,01.331.07.17,163310317,25289.0,23223.0,20930.0
NM2E45,01.405.09.01,01.405.09.01,161510901,10368.0,11978.0,11851.0
NM2F35,01.405.13.03.3,01.405.07.03.3,0548107033,4852.0,3394.0,2321.0
NM2E65,01.405.09.03,01.405.09.03,161510903,11479.0,13139.0,13113.0
NM2E35,01.405.09.05.3,01.405.09.05.3,1615109053,1156.0,1167.0,1510.0
NM2E55,01.405.07.05,01.405.07.05,054810705,14594.0,16106.0,17126.0
NM3C65,01.405.13.09,01.405.07.09,054810709,12123.0,12801.0,13627.0
NM2F15,01.405.07.15.3,01.405.07.15,054810715,4112.0,19169.0,20782.0
NM2F25,01.405.13.17,01.405.07.17,054810717,11673.0,12621.0,13046.0
NM2E15,01.405.11.11.3,01.405.11.11.3,1615109113,4662.0,4438.0,3830.0
NM2E49,01.405.09.01,01.405.09.01,161510901,10368.0,11978.0,11851.0
NM2E69,01.405.09.03,01.405.09.03,161510903,11479.0,13139.0,13113.0
NM2E59,01.405.07.05,01.405.07.05,054810705,14594.0,16106.0,17126.0
NM2F00,01.405.07.07,01.405.07.07,054810707,6226.0,6973.0,8110.0
NM3C69,01.405.13.09,01.405.07.09,054810709,12123.0,12801.0,13627.0
NM2F49,01.405.13.13,01.405.07.13,054810713,9671.0,10528.0,11260.0
NM2F19,01.405.07.15.3,01.405.07.15,054810715,4112.0,19169.0,20782.0
NM2F29,01.405.13.17,01.405.07.17,054810717,11673.0,12621.0,13046.0
