centre_id,pop_1994,pop_2004
0838105093,,6909.0
0838105112,,9439.0
0838105113,,10994.0
083810513,11725.0,11815.0
0838105152,,1102.0
0838105153,,25480.0
083810517,9502.0,9001.0
0838105192,,15666.0
0838105193,,9211.0
083810701,4432.0,3413.0
083810703,2058.0,1619.0
0838107052,,13732.0
0838107053,,5266.0
083810707,9061.0,10496.0
083810709,8483.0,8113.0
083810711,4303.0,3666.0
083810713,18548.0,22173.0
0838107152,,5356.0
0838107153,,4532.0
0838107172,,5990.0
0838107173,,4050.0
083810901,6439.0,5337.0
0838109032,,10445.0
0838109033,,10446.0
083810905,7532.0,7158.0
083810907,11324.0,10504.0
083810909,10594.0,7527.0
083810911,13990.0,11288.0
0838109132,,2793.0
0838109133,,13229.0
083810915,4958.0,3232.0
083810917,6630.0,6921.0
083810919,7464.0,6342.0
0838109212,,6848.0
0838109213,,3555.0
083810923,7172.0,6161.0
0838109252,,12749.0
0838109253,,2188.0
083810927,11491.0,11541.0
0838109292,,8158.0
0838109293,,2126.0
084110111,6663.0,8919.0
084110119,1641.0,1151.0
084110123,357278.0,400738.0
084110701,14766.0,16494.0
084110703,5727.0,5082.0
084110705,7509.0,7104.0
084110707,2311.0,1922.0
084110709,10139.0,23896.0
084110711,5506.0,4832.0
084110717,3840.0,3526.0
084110719,3683.0,3436.0
085330113,4477.0,4596.0
085330115,30789.0,34767.0
085330133,57956.0,80024.0
085330305,2186.0,2471.0
085330315,3487.0,2174.0
085330317,11580.0,13863.0
085330319,10260.0,9759.0
085330703,10265.0,9210.0
085330709,9400.0,7435.0
085330713,6435.0,6378.0
085330721,7839.0,7452.0
085330901,12706.0,14202.0
085330907,5800.0,6732.0
085330911,7112.0,7699.0
091410101,91970.0,95539.0
091410103,179296.0,180394.0
091410107,254456.0,218918.0
091410111,220426.0,186754.0
091410113,166274.0,145928.0
091410121,139323.0,155489.0
091410123,99210.0,104310.0
091410125,174635.0,156501.0
091410131,235134.0,323944.0
091410141,188118.0,253600.0
091410151,153118.0,165324.0
091410153,134697.0,289253.0
091410161,195753.0,163052.0
091410163,129655.0,122827.0
091410171,167909.0,207624.0
091410173,183195.0,176983.0
091410181,3956.0,3365.0
093550103,11669.0,14712.0
093550105,5796.0,11710.0
093550301,16184.0,23322.0
0935503032,,5601.0
0935503033,,47261.0
093550305,12825.0,20245.0
093710101,170063.0,188619.0
093710103,27741.0,41853.0
0937103012,,18233.0
0937103013,,11490.0
093710303,26099.0,40311.0
093710305,7753.0,9368.0
093710307,10410.0,12412.0
093850103,9989.0,12696.0
0938503012,,44866.0
0938503013,,13453.0
0938503014,,33940.0
093850303,45177.0,115367.0
093850305,12016.0,15797.0
102910101,88839.0,105088.0
102910103,11433.0,12172.0
102910105,49918.0,69640.0
102910301,11685.0,10236.0
102910303,10102.0,10224.0
102910305,6110.0,5232.0
102910307,18273.0,19461.0
102910309,14699.0,13404.0
102910311,13483.0,16698.0
102910313,9119.0,8051.0
102910315,9397.0,8740.0
102910317,15231.0,18587.0
102910501,2427.0,2213.0
102910503,12320.0,10676.0
102910505,4853.0,4454.0
102910507,6887.0,6572.0
1029105092,,2981.0
1029105093,,9190.0
1029105112,,9554.0
1029105113,,9460.0
1029105132,,8247.0
1029105133,,3584.0
102910701,11836.0,11411.0
102910705,14872.0,12371.0
102910707,16778.0,15506.0
102910709,7205.0,6429.0
102910711,13967.0,12560.0
102910713,10597.0,11075.0
102910715,6479.0,5603.0
102910901,10573.0,10151.0
102910903,5077.0,4915.0
102910905,5341.0,5514.0
102910907,4359.0,4396.0
102910909,6889.0,6562.0
102910911,13645.0,14705.0
102910913,12508.0,13654.0
102910915,6909.0,7200.0
1029109172,,5415.0
1029109173,,9884.0
104210101,74006.0,90568.0
104210103,170138.0,172863.0
104210105,146488.0,128425.0
104210106,25070.0,27323.0
104210107,8080.0,6452.0
104210109,199675.0,202301.0
104410103,114120.0,140383.0
104410105,102142.0,103165.0
104410106,74930.0,163672.0
104410107,83777.0,118233.0
104410109,204881.0,234733.0
104410301,19959.0,19706.0
1044103032,,34279.0
1044103033,,9314.0
105010101,13708.0,25105.0
105010103,6386.0,9245.0
105010105,29599.0,43025.0
105010107,130793.0,225497.0
105010301,4637.0,5999.0
105010303,8204.0,10530.0
105010311,19285.0,28773.0
105010501,15513.0,17688.0
105010503,6665.0,14488.0
105010505,10011.0,12912.0
111810101,32739.0,36722.0
111810103,119083.0,144440.0
111810105,10540.0,15267.0
111810107,34225.0,39593.0
111810109,10310.0,11896.0
111810301,26160.0,28939.0
111810303,23358.0,34607.0
111810305,15301.0,16879.0
111810307,15183.0,15938.0
111810309,19415.0,20239.0
1118103112,,25088.0
1118103113,,3597.0
1118105012,,34428.0
1118105013,,6482.0
1118105014,,3889.0
1118105015,,981.0
111810503,18518.0,21779.0
111810505,20889.0,22342.0
111810507,25090.0,27475.0
111810509,16421.0,20854.0
111810511,8945.0,10745.0
111810701,16663.0,17288.0
111810703,13734.0,14955.0
1118107052,,22737.0
1118107053,,7803.0
111810707,16159.0,17654.0
111810709,6229.0,6637.0
111810711,16603.0,15506.0
1118107132,,11113.0
1118107133,,1638.0
111810715,13343.0,14313.0
111810717,12622.0,13314.0
1118107192,,13793.0
1118107193,,4465.0
111810721,13105.0,15046.0
111810723,13072.0,14853.0
111810725,11744.0,11627.0
111810727,10715.0,11879.0
1118107292,,10423.0
1118107293,,1443.0
111810731,8353.0,7641.0
111810733,17636.0,18902.0
111810735,9840.0,9701.0
111810901,14154.0,14404.0
111810903,10175.0,9590.0
111810905,25115.0,25587.0
111810907,12436.0,15050.0
111810909,14553.0,15205.0
111810911,10618.0,10854.0
1118109132,,6660.0
1118109133,,10387.0
111810915,9313.0,11212.0
111810917,6984.0,6507.0
1118109192,,20325.0
1118109193,,4244.0
111810921,9349.0,9519.0
111810923,10879.0,12726.0
111811101,28033.0,32091.0
111811103,23127.0,23074.0
1118111052,,9607.0
1118111053,,5826.0
111811107,20251.0,24967.0
111811109,29123.0,30286.0
114310103,262276.0,284750.0
114310107,18010.0,21859.0
114310109,13548.0,15325.0
114310111,10363.0,13943.0
114310113,60451.0,64518.0
1143103012,,20142.0
1143103013,,1558.0
114310303,11022.0,11278.0
114310305,14044.0,14279.0
114310307,12401.0,12945.0
114310309,15639.0,16812.0
114310311,11346.0,11393.0
114310313,10015.0,9719.0
114310315,14649.0,15686.0
114310501,6214.0,6427.0
1143105032,,11142.0
1143105033,,7751.0
114310505,14368.0,14449.0
1143105072,,20240.0
1143105073,,1475.0
114310509,18919.0,19251.0
114310511,15616.0,17644.0
114310513,15974.0,15915.0
114310515,17844.0,18224.0
114310517,15647.0,18709.0
114310701,10973.0,10841.0
114310703,24965.0,25502.0
114310705,14178.0,15016.0
114310707,11904.0,12107.0
114310709,12463.0,13892.0
114310711,20205.0,20797.0
114310713,16751.0,16780.0
114310715,13475.0,14988.0
1143109012,,21060.0
1143109013,,3116.0
114310903,10726.0,11249.0
114310905,10684.0,12160.0
1143109072,,22683.0
1143109073,,1028.0
114310909,14049.0,14354.0
120810101,18080.0,27719.0
120810103,17782.0,23459.0
120810301,10805.0,11745.0
120810303,8394.0,10391.0
120810305,7753.0,9493.0
120810307,18888.0,21742.0
120810309,11598.0,13012.0
120810311,10882.0,11115.0
120810313,8882.0,10435.0
120810501,6855.0,7340.0
120810503,19560.0,20905.0
120810505,11548.0,11579.0
1208105072,,10184.0
1208105073,,4323.0
1208105092,,4298.0
1208105093,,5360.0
120810511,12369.0,12621.0
120810513,10666.0,9730.0
120810515,8927.0,7935.0
120810517,10741.0,10007.0
120810519,12503.0,11610.0
120810521,6758.0,6304.0
120810701,5694.0,6740.0
120810703,14551.0,15831.0
120810705,14193.0,15377.0
120810707,15779.0,18720.0
120810709,12559.0,13784.0
120810711,9063.0,9796.0
120810713,19746.0,22022.0
120810715,11174.0,13149.0
120810717,15080.0,16637.0
120810719,11561.0,11883.0
120810721,10844.0,11411.0
1208109012,,8184.0
1208109013,,11898.0
120810903,3097.0,3185.0
120810905,1965.0,1786.0
120810907,2843.0,3221.0
120810909,3007.0,3362.0
120810911,6098.0,5721.0
120810913,2029.0,2000.0
1208109152,,5000.0
1208109153,,8940.0
120810917,3150.0,3620.0
120810919,10267.0,12184.0
120810921,2457.0,3023.0
120810923,8474.0,9610.0
120810925,5903.0,6110.0
120910101,140212.0,163286.0
120910103,15355.0,18481.0
120910105,74697.0,82446.0
120910107,36570.0,40898.0
120910109,18958.0,21466.0
120910111,40339.0,51049.0
120910113,19906.0,22728.0
120910301,7194.0,7802.0
120910303,10708.0,11256.0
1209103052,,5672.0
1209103053,,11906.0
1209103072,,20081.0
1209103073,,7692.0
1209103092,,13985.0
1209103093,,4693.0
1209105012,,17794.0
1209105013,,9821.0
120910503,39990.0,41731.0
120910505,14041.0,13635.0
120910507,26508.0,26527.0
120910509,33732.0,31905.0
120910511,21970.0,22697.0
120910513,14109.0,14535.0
1209107012,,6100.0
1209107013,,6300.0
120910703,9531.0,9893.0
120910705,5452.0,6333.0
120910707,19559.0,19130.0
120910709,10190.0,13795.0
120910711,6409.0,6433.0
120910713,18046.0,18942.0
120910715,9412.0,10874.0
120910717,6003.0,10060.0
120910901,14496.0,14341.0
120910903,12885.0,11582.0
120910905,15249.0,14960.0
1209109072,,29743.0
1209109073,,6564.0
120910909,12014.0,12614.0
120910911,32336.0,34103.0
120911101,14701.0,14621.0
120911103,11598.0,12804.0
120911105,12454.0,13618.0
120911107,10786.0,11122.0
130610101,393791.0,469169.0
130610103,8061.0,5387.0
130610105,4223.0,6326.0
130610107,12668.0,13852.0
130610109,12521.0,12611.0
130610111,28694.0,47824.0
1306103012,,10536.0
1306103013,,2610.0
1306103032,,5910.0
1306103033,,3828.0
130610305,3707.0,3716.0
130610307,5532.0,5455.0
130610309,5353.0,6104.0
130610311,6515.0,6076.0
130610501,11355.0,13541.0
130610503,10847.0,8514.0
1306105052,,17160.0
1306105053,,3952.0
130610507,12703.0,13634.0
1306105092,,10774.0
1306105093,,4362.0
130610701,5154.0,5540.0
130610703,5034.0,4180.0
130610705,8212.0,7774.0
1306107072,,7539.0
1306107073,,1070.0
130610709,6594.0,6151.0
130610711,10097.0,10014.0
131710101,10033.0,13291.0
131710103,16070.0,22030.0
131710105,23369.0,27667.0
131710107,15575.0,21513.0
131710301,4819.0,4303.0
131710303,13886.0,14615.0
1317103052,,4104.0
1317103053,,3585.0
131710307,5849.0,6119.0
131710309,3866.0,4151.0
1317105012,,12101.0
1317105013,,4258.0
131710503,11348.0,13310.0
131710505,9486.0,10552.0
131710507,24991.0,29296.0
131710701,7155.0,8635.0
131710703,5799.0,6375.0
131710705,8340.0,10483.0
132010101,18563.0,23637.0
132010103,8294.0,9867.0
132010105,62542.0,76759.0
132010107,13952.0,20155.0
132010109,14026.0,16593.0
132010111,12143.0,12135.0
132010113,18450.0,20469.0
132010115,5755.0,7494.0
132010301,5060.0,4937.0
132010303,18522.0,18332.0
1320103052,,17103.0
1320103053,,3072.0
132010307,9159.0,7881.0
132010309,4120.0,4087.0
132010311,10151.0,11237.0
132010313,6836.0,7043.0
132010501,9054.0,9578.0
132010503,5090.0,5273.0
132010505,8062.0,6553.0
1320107012,,10234.0
1320107013,,1272.0
132010703,12207.0,13803.0
132010705,12131.0,13324.0
132010707,13075.0,13017.0
132010709,6729.0,5709.0
132010901,3675.0,5186.0
1320109032,,9439.0
1320109033,,3987.0
132010905,9718.0,11931.0
132010907,4716.0,3499.0
132010909,6309.0,6443.0
132010911,6372.0,7424.0
132010913,6624.0,4595.0
132011101,22600.0,16709.0
132011103,4673.0,5575.0
132011105,22258.0,16163.0
132011107,4666.0,5337.0
132011109,3572.0,3081.0
132011301,8249.0,9357.0
132011303,18889.0,20214.0
132011305,12653.0,12624.0
132011307,10958.0,11879.0
132011309,6521.0,6742.0
132011311,14604.0,16681.0
132011313,7959.0,7346.0
132011501,4219.0,4455.0
132011503,4787.0,5119.0
132011505,7838.0,8903.0
132011507,7253.0,8222.0
132011509,5898.0,6137.0
132710101,40808.0,47540.0
132710103,11209.0,13074.0
1327103012,,4896.0
1327103013,,5278.0
132710303,6314.0,6283.0
1327103052,,8540.0
1327103053,,2488.0
1327103072,,13334.0
1327103073,,2895.0
132710309,10838.0,10849.0
1327103112,,7573.0
1327103113,,2507.0
132718101,6868.0,8699.0
132718103,8646.0,9424.0
133010101,60835.0,72672.0
133010103,38986.0,44781.0
133010105,25942.0,35196.0
1330103012,,7818.0
1330103013,,11806.0
133010303,2626.0,2621.0
1330103052,,8178.0
1330103053,,8541.0
1330103072,,5631.0
1330103073,,1967.0
133010309,6837.0,7846.0
133010311,7557.0,8559.0
1330103132,,6740.0
1330103133,,7336.0
133010501,9170.0,8817.0
1330105032,,24459.0
1330105033,,11390.0
133010505,5422.0,4985.0
1330105072,,13221.0
1330105073,,2217.0
1330105092,,4860.0
1330105093,,2421.0
133010511,9480.0,9424.0
1330105132,,10728.0
1330105133,,28933.0
1330105152,,4087.0
1330105153,,5241.0
133010517,11480.0,11314.0
133010519,10339.0,10209.0
133010521,3660.0,2762.0
133010523,4098.0,3614.0
1330105252,,11251.0
1330105253,,5089.0
1330107012,,6589.0
1330107013,,1703.0
133010703,4591.0,4431.0
133010705,8871.0,11260.0
133010707,4590.0,4310.0
133010709,7233.0,8431.0
133010711,5713.0,6183.0
133010713,3918.0,4313.0
1330107152,,2760.0
1330107153,,12444.0
1330107172,,4772.0
1330107173,,5947.0
133010719,3438.0,3087.0
133010721,2462.0,2538.0
133010723,2940.0,2777.0
133010725,2997.0,3053.0
1330107272,,5028.0
1330107273,,7278.0
1330107292,,4952.0
1330107293,,4968.0
141310101,6067.0,6910.0
141310102,2502.0,4001.0
141310103,12777.0,20978.0
141310105,9987.0,13945.0
141310301,3580.0,3480.0
141310303,2779.0,2243.0
141310305,2689.0,2698.0
141310307,6050.0,5891.0
141310309,7684.0,8164.0
1413103112,,11059.0
1413103113,,7976.0
141310313,3780.0,3726.0
141310315,8011.0,8713.0
141310317,4307.0,3710.0
141310501,9178.0,10067.0
141310503,4928.0,5509.0
141310505,8924.0,9522.0
141310701,6269.0,7609.0
141310703,6574.0,6774.0
141310705,24279.0,26022.0
141310707,7813.0,6669.0
141310709,7195.0,9444.0
142310101,129914.0,144064.0
142310103,34796.0,26078.0
142310105,78047.0,156590.0
142310107,109137.0,91473.0
142310109,154691.0,174226.0
142310111,177400.0,191093.0
142310113,88199.0,163291.0
1423181012,,14088.0
1423181013,,5056.0
142318103,5952.0,6854.0
1423181052,,1816.0
1423181053,,3317.0
144510101,10678.0,11638.0
144510103,10785.0,11484.0
144510105,11555.0,13745.0
144510107,8373.0,12654.0
144510109,54163.0,64006.0
144510301,2516.0,2236.0
1445103032,,2208.0
1445103033,,3570.0
144510305,10184.0,9714.0
144510307,4753.0,4022.0
144510309,12657.0,11050.0
144510311,6209.0,5284.0
144510313,8364.0,7821.0
144510315,6693.0,6516.0
144510317,2206.0,2047.0
1445105012,,11039.0
1445105013,,4436.0
144510503,15882.0,17400.0
144510701,15146.0,15835.0
144510703,5648.0,5290.0
144510705,2459.0,2493.0
144510707,7235.0,8709.0
144510709,8900.0,9343.0
144510711,9030.0,11292.0
144510713,5588.0,5745.0
145910101,2726.0,3153.0
145910301,19626.0,36368.0
145910303,7303.0,6773.0
145910305,17999.0,20695.0
145910307,11979.0,12232.0
145910501,12079.0,12269.0
145910502,10581.0,11534.0
145910503,13268.0,13931.0
145910505,10229.0,11283.0
145910507,9444.0,9393.0
145910509,12342.0,12791.0
150510101,55216.0,55357.0
150510103,13128.0,15497.0
150510105,25547.0,26575.0
150510107,9593.0,11560.0
150510301,10280.0,10298.0
150510303,8600.0,9461.0
150510305,8487.0,9922.0
150510307,10066.0,9870.0
150510501,7615.0,6742.0
1505105032,,12475.0
1505105033,,3987.0
150510505,8110.0,7272.0
150510507,9400.0,7566.0
1505105092,,4267.0
1505105093,,2061.0
150510511,8791.0,6769.0
1505105132,,8310.0
1505105133,,1788.0
150510515,3934.0,4437.0
150510517,5500.0,6325.0
150510519,11859.0,11524.0
150510521,9231.0,8092.0
150510523,7436.0,5669.0
150510525,6709.0,5974.0
150510701,19494.0,24013.0
150510703,7202.0,8949.0
150510705,9721.0,8084.0
150510707,5703.0,5959.0
150510709,6409.0,8102.0
150510711,7502.0,8112.0
1505107132,,13787.0
1505107133,,1638.0
150510715,13444.0,15924.0
150510717,8249.0,9673.0
150510719,10592.0,10242.0
150510721,5861.0,4888.0
150510723,4720.0,5115.0
150510725,10208.0,12610.0
150510727,7122.0,6750.0
155310101,4255.0,5492.0
155310103,13271.0,16712.0
155310105,24378.0,32629.0
155310107,3311.0,3792.0
155310109,7059.0,9566.0
155310301,6273.0,6593.0
155310303,19047.0,18471.0
155310305,14280.0,13712.0
155310307,7447.0,8392.0
155310309,15266.0,15216.0
155310311,12742.0,15744.0
155310313,6818.0,8649.0
155310315,7100.0,8297.0
155310317,12750.0,14930.0
155310319,13570.0,15644.0
155310321,13356.0,13622.0
155310323,12503.0,15085.0
155310501,9038.0,9002.0
155310503,15937.0,16652.0
155310505,18876.0,18779.0
155310507,17998.0,19076.0
155310509,15474.0,16515.0
155310511,21330.0,22705.0
155310513,8604.0,8282.0
155310515,17235.0,16602.0
155310517,13096.0,13567.0
155310701,16693.0,16410.0
155310703,11809.0,11775.0
155310705,8952.0,8421.0
155310707,13393.0,13691.0
155310709,23257.0,26124.0
155310711,12546.0,12764.0
155310713,10883.0,12939.0
155310715,9467.0,9634.0
155310717,5528.0,4802.0
155310719,22568.0,21453.0
155310721,7666.0,7934.0
155310901,20647.0,22575.0
155310903,12498.0,12196.0
155310905,11050.0,11165.0
155310907,17975.0,18495.0
155310909,7927.0,7997.0
155310911,9052.0,9497.0
155310913,9818.0,9983.0
155310915,8498.0,8896.0
155310917,12007.0,12271.0
155310919,10855.0,10545.0
155310921,16280.0,15949.0
155310923,18464.0,18990.0
155610101,3325.0,4066.0
155610103,41997.0,57307.0
155610105,6524.0,8246.0
155610107,20147.0,25655.0
155610111,120971.0,139686.0
1556103012,,11176.0
1556103013,,1451.0
155610303,10516.0,9831.0
155610305,12098.0,11860.0
155610307,4145.0,3456.0
155610309,12354.0,10500.0
1556103112,,6690.0
1556103113,,1695.0
155610501,6311.0,6721.0
155610503,11371.0,11409.0
155610505,17762.0,32866.0
155610507,12024.0,13813.0
155610509,11138.0,9891.0
155610511,2406.0,1951.0
155610513,9971.0,10708.0
155610515,18331.0,19547.0
155610517,18857.0,20474.0
155610701,30683.0,28014.0
155610703,10505.0,10703.0
155610705,9216.0,9259.0
155610707,24600.0,23447.0
1556107092,,14740.0
1556107093,,4193.0
155610711,9718.0,8498.0
155610901,17112.0,16362.0
155610903,3336.0,3534.0
155610905,10580.0,10406.0
1556109072,,9680.0
1556109073,,2194.0
155610909,8239.0,8099.0
155610911,3722.0,3465.0
1556109132,,6232.0
1556109133,,3860.0
155611101,14246.0,12378.0
155611103,9763.0,9065.0
155611105,8992.0,7710.0
155611107,11229.0,10343.0
155611109,11161.0,10153.0
155611111,11013.0,8808.0
1556111132,,9341.0
1556111133,,1905.0
155611115,10034.0,8073.0
155611301,6878.0,6100.0
155611303,21132.0,20846.0
155611305,15033.0,13678.0
155611307,20162.0,21111.0
155611309,9009.0,7532.0
155611311,4500.0,4070.0
155611313,11088.0,10439.0
161510101,31410.0,35709.0
161510301,8580.0,10038.0
1615103032,,18196.0
1615103033,,5043.0
161510305,10292.0,10365.0
161510307,10287.0,12923.0
161510309,15836.0,19585.0
161510311,11793.0,15577.0
161510313,20683.0,23132.0
161510315,13060.0,16559.0
1615103172,,9092.0
1615103173,,2984.0
161510319,13966.0,16075.0
161510321,9661.0,12088.0
161510323,19932.0,24541.0
1615105012,,24543.0
1615105013,,4006.0
161510503,9864.0,11706.0
161510505,7960.0,9951.0
161510507,7508.0,9662.0
161510509,9143.0,10762.0
161510511,6544.0,7720.0
161510513,6220.0,7077.0
161510515,6210.0,7219.0
161510701,11734.0,15254.0
161510703,14110.0,18542.0
161510705,18777.0,23396.0
161510707,9105.0,10637.0
161510709,8818.0,10659.0
161510711,6517.0,8139.0
161510713,9604.0,11711.0
161510901,10367.0,11851.0
161510903,13056.0,13113.0
1615109052,,9489.0
1615109053,,1510.0
161510907,12157.0,15165.0
1615109092,,9184.0
1615109093,,1680.0
1615109112,,35889.0
1615109113,,3830.0
162270305,13415.0,15035.0
162270311,6765.0,7173.0
162270313,6610.0,8949.0
162270321,11484.0,13362.0
162270501,7258.0,10501.0
162270505,8818.0,10995.0
162270507,10286.0,20541.0
162270509,9743.0,10739.0
163310101,107065.0,107380.0
163310103,90400.0,107371.0
163310301,12584.0,12161.0
163310303,12897.0,14876.0
163310305,29550.0,35161.0
163310307,10438.0,22426.0
163310309,11623.0,12362.0
163310311,14570.0,16903.0
163310313,13175.0,13142.0
163310315,11434.0,11005.0
163310317,18985.0,20930.0
163310501,9991.0,8678.0
163310503,9809.0,10288.0
163310505,18032.0,16393.0
163310507,12938.0,12266.0
163310509,14841.0,15890.0
1633105112,,10959.0
1633105113,,4826.0
163310513,5908.0,6438.0
163310515,11978.0,12931.0
165110101,24588.0,28217.0
165110103,144154.0,238382.0
165110105,108577.0,141987.0
165110106,105882.0,115839.0
165110107,138534.0,173477.0
165110301,4095.0,3031.0
165110303,4294.0,4132.0
165110305,5028.0,4895.0
1651103072,,3071.0
1651103073,,1424.0
165110309,14810.0,12946.0
165110311,6157.0,5588.0
1651103132,,9794.0
1651103133,,1101.0
1651181032,,15512.0
1651181033,,3187.0
165710101,34486.0,53559.0
165710103,23143.0,39011.0
165710105,21093.0,36596.0
165710107,7575.0,8383.0
165710111,277516.0,320539.0
165710301,6473.0,6552.0
165710303,5654.0,6126.0
165710307,8006.0,7646.0
1657103092,,3104.0
1657103093,,1100.0
165710315,7610.0,9970.0
165710317,5329.0,6683.0
165710319,6964.0,7434.0
165710501,8699.0,10156.0
165710503,2588.0,3018.0
165710505,10146.0,11135.0
165710507,10094.0,12611.0
165710509,5645.0,6457.0
165710511,4049.0,4620.0
165710513,4450.0,5364.0
165710515,7331.0,8219.0
1657105172,,1909.0
1657105173,,4780.0
165710519,4890.0,5612.0
165710521,6704.0,7402.0
165710523,6420.0,8486.0
165710525,9479.0,10495.0
165710527,5565.0,6539.0
